TEST,VARIANT,STATE,SIZE,TIME (In Ms)
15631,Randomized,Ascending,10000,7.6952
15632,Randomized,Ascending,10000,11.0442
15633,Randomized,Ascending,10000,12.0241
15634,Randomized,Ascending,10000,14.1078
15635,Randomized,Ascending,10000,8.7107
15636,Randomized,Ascending,10000,10.595
15637,Randomized,Ascending,10000,7.5131
15638,Randomized,Ascending,10000,9.2976
15639,Randomized,Ascending,10000,9.9079
15640,Randomized,Ascending,10000,9.5869
15641,Randomized,Ascending,10000,8.6945
15642,Randomized,Ascending,10000,7.8494
15643,Randomized,Ascending,10000,7.6149
15644,Randomized,Ascending,10000,9.3364
15645,Randomized,Ascending,10000,8.3577
15646,Randomized,Ascending,10000,8.8188
15647,Randomized,Ascending,10000,8.5746
15648,Randomized,Ascending,10000,7.8651
15649,Randomized,Ascending,10000,9.7227
15650,Randomized,Ascending,10000,7.6257
15651,Randomized,Ascending,10000,10.1006
15652,Randomized,Ascending,10000,12.0953
15653,Randomized,Ascending,10000,9.7763
15654,Randomized,Ascending,10000,8.3665
15655,Randomized,Ascending,10000,7.7663
15656,Randomized,Ascending,10000,10.978
15657,Randomized,Ascending,10000,7.4798
15658,Randomized,Ascending,10000,8.2416
15659,Randomized,Ascending,10000,7.4441
15660,Randomized,Ascending,10000,9.7154
15661,Randomized,Ascending,10000,7.6408
15662,Randomized,Ascending,10000,14.575
15663,Randomized,Ascending,10000,12.1302
15664,Randomized,Ascending,10000,9.1861
15665,Randomized,Ascending,10000,11.4622
15666,Randomized,Ascending,10000,8.9008
15667,Randomized,Ascending,10000,7.4609
15668,Randomized,Ascending,10000,8.6558
15669,Randomized,Ascending,10000,7.2991
15670,Randomized,Ascending,10000,8.6094
15671,Randomized,Ascending,10000,7.4274
15672,Randomized,Ascending,10000,11.3357
15673,Randomized,Ascending,10000,8.7194
15674,Randomized,Ascending,10000,9.0938
15675,Randomized,Ascending,10000,9.5154
15676,Randomized,Ascending,10000,8.1964
15677,Randomized,Ascending,10000,12.1435
15678,Randomized,Ascending,10000,7.3334
15679,Randomized,Ascending,10000,9.6126
15680,Randomized,Ascending,10000,7.877
15681,Randomized,Ascending,10000,9.4178
15682,Randomized,Ascending,10000,11.2041
15683,Randomized,Ascending,10000,12.7719
15684,Randomized,Ascending,10000,8.3682
15685,Randomized,Ascending,10000,9.0159
15686,Randomized,Ascending,10000,11.4166
15687,Randomized,Ascending,10000,7.4092
15688,Randomized,Ascending,10000,11.4012
15689,Randomized,Ascending,10000,10.7916
15690,Randomized,Ascending,10000,10.8715
15691,Randomized,Ascending,10000,8.3967
15692,Randomized,Ascending,10000,7.679
15693,Randomized,Ascending,10000,9.7694
15694,Randomized,Ascending,10000,9.4686
15695,Randomized,Ascending,10000,11.7537
15696,Randomized,Ascending,10000,11.25
15697,Randomized,Ascending,10000,8.5399
15698,Randomized,Ascending,10000,9.1701
15699,Randomized,Ascending,10000,8.887
15700,Randomized,Ascending,10000,11.3988
15701,Randomized,Ascending,10000,9.0972
15702,Randomized,Ascending,10000,10.5038
15703,Randomized,Ascending,10000,10.0816
15704,Randomized,Ascending,10000,10.7157
15705,Randomized,Ascending,10000,7.78
15706,Randomized,Ascending,10000,13.2023
15707,Randomized,Ascending,10000,11.467
15708,Randomized,Ascending,10000,7.443
15709,Randomized,Ascending,10000,9.2056
15710,Randomized,Ascending,10000,7.1906
15711,Randomized,Ascending,10000,8.9782
15712,Randomized,Ascending,10000,11.3379
15713,Randomized,Ascending,10000,8.1009
15714,Randomized,Ascending,10000,8.8455
15715,Randomized,Ascending,10000,7.5159
15716,Randomized,Ascending,10000,10.1856
15717,Randomized,Ascending,10000,7.7502
15718,Randomized,Ascending,10000,10.3233
15719,Randomized,Ascending,10000,7.8669
15720,Randomized,Ascending,10000,8.1876
15721,Randomized,Ascending,10000,7.8497
15722,Randomized,Ascending,10000,11.2278
15723,Randomized,Ascending,10000,14.5051
15724,Randomized,Ascending,10000,10.2335
15725,Randomized,Ascending,10000,9.4904
15726,Randomized,Ascending,10000,7.4581
15727,Randomized,Ascending,10000,8.1517
15728,Randomized,Ascending,10000,7.621
15729,Randomized,Ascending,10000,9.1496
15730,Randomized,Ascending,10000,8.8391
15731,Randomized,Ascending,10000,7.5802
15732,Randomized,Ascending,10000,7.2764
15733,Randomized,Ascending,10000,8.0506
15734,Randomized,Ascending,10000,9.8465
15735,Randomized,Ascending,10000,7.7113
15736,Randomized,Ascending,10000,8.6727
15737,Randomized,Ascending,10000,7.9719
15738,Randomized,Ascending,10000,8.321
15739,Randomized,Ascending,10000,7.5122
15740,Randomized,Ascending,10000,7.9644
15741,Randomized,Ascending,10000,9.3112
15742,Randomized,Ascending,10000,10.3063
15743,Randomized,Ascending,10000,7.9387
15744,Randomized,Ascending,10000,8.2256
15745,Randomized,Ascending,10000,7.7623
15746,Randomized,Ascending,10000,11.1835
15747,Randomized,Ascending,10000,8.8908
15748,Randomized,Ascending,10000,8.5245
15749,Randomized,Ascending,10000,8.1533
15750,Randomized,Ascending,10000,8.0136
15751,Randomized,Ascending,10000,7.8317
15752,Randomized,Ascending,10000,9.9107
15753,Randomized,Ascending,10000,7.2735
15754,Randomized,Ascending,10000,8.7931
15755,Randomized,Ascending,10000,8.3234
15756,Randomized,Ascending,10000,8.1456
15757,Randomized,Ascending,10000,7.2866
15758,Randomized,Ascending,10000,8.8807
15759,Randomized,Ascending,10000,7.5693
15760,Randomized,Ascending,10000,7.8961
15761,Randomized,Ascending,10000,7.8996
15762,Randomized,Ascending,10000,8.8968
15763,Randomized,Ascending,10000,9.5668
15764,Randomized,Ascending,10000,9.4081
15765,Randomized,Ascending,10000,9.2141
15766,Randomized,Ascending,10000,7.6576
15767,Randomized,Ascending,10000,9.0938
15768,Randomized,Ascending,10000,7.7118
15769,Randomized,Ascending,10000,11.9418
15770,Randomized,Ascending,10000,8.5257
15771,Randomized,Ascending,10000,8.3024
15772,Randomized,Ascending,10000,8.3217
15773,Randomized,Ascending,10000,9.7744
15774,Randomized,Ascending,10000,7.2656
15775,Randomized,Ascending,10000,9.4361
15776,Randomized,Ascending,10000,9.1096
15777,Randomized,Ascending,10000,7.4408
15778,Randomized,Ascending,10000,7.8754
15779,Randomized,Ascending,10000,8.919
15780,Randomized,Ascending,10000,9.8054
15781,Randomized,Ascending,10000,7.526
15782,Randomized,Ascending,10000,8.2842
15783,Randomized,Ascending,10000,7.8437
15784,Randomized,Ascending,10000,9.616
15785,Randomized,Ascending,10000,9.5586
15786,Randomized,Ascending,10000,9.1103
15787,Randomized,Ascending,10000,7.2864
15788,Randomized,Ascending,10000,8.1987
15789,Randomized,Ascending,10000,7.9488
15790,Randomized,Ascending,10000,9.1507
15791,Randomized,Ascending,10000,7.896
15792,Randomized,Ascending,10000,8.5947
15793,Randomized,Ascending,10000,8.1812
15794,Randomized,Ascending,10000,8.5599
15795,Randomized,Ascending,10000,8.8904
15796,Randomized,Ascending,10000,8.2873
15797,Randomized,Ascending,10000,8.2472
15798,Randomized,Ascending,10000,8.0678
15799,Randomized,Ascending,10000,7.4611
15800,Randomized,Ascending,10000,9.0554
15801,Randomized,Ascending,10000,7.1897
15802,Randomized,Ascending,10000,10.0969
15803,Randomized,Ascending,10000,7.5183
15804,Randomized,Ascending,10000,9.7598
15805,Randomized,Ascending,10000,7.5985
15806,Randomized,Ascending,10000,8.9384
15807,Randomized,Ascending,10000,10.3146
15808,Randomized,Ascending,10000,7.8243
15809,Randomized,Ascending,10000,8.2674
15810,Randomized,Ascending,10000,7.2846
15811,Randomized,Ascending,10000,8.7094
15812,Randomized,Ascending,10000,7.5274
15813,Randomized,Ascending,10000,9.165
15814,Randomized,Ascending,10000,8.3114
15815,Randomized,Ascending,10000,8.8731
15816,Randomized,Ascending,10000,9.3502
15817,Randomized,Ascending,10000,8.0432
15818,Randomized,Ascending,10000,8.096
15819,Randomized,Ascending,10000,9.0916
15820,Randomized,Ascending,10000,7.6494
15821,Randomized,Ascending,10000,9.0411
15822,Randomized,Ascending,10000,8.1242
15823,Randomized,Ascending,10000,8.799
15824,Randomized,Ascending,10000,7.4764
15825,Randomized,Ascending,10000,8.2192
15826,Randomized,Ascending,10000,8.2745
15827,Randomized,Ascending,10000,9.1168
15828,Randomized,Ascending,10000,7.6966
15829,Randomized,Ascending,10000,10.292
15830,Randomized,Ascending,10000,8.2854
15831,Randomized,Ascending,10000,8.8795
15832,Randomized,Ascending,10000,7.5159
15833,Randomized,Ascending,10000,7.485
15834,Randomized,Ascending,10000,9.2575
15835,Randomized,Ascending,10000,7.5207
15836,Randomized,Ascending,10000,8.7354
15837,Randomized,Ascending,10000,8.0153
15838,Randomized,Ascending,10000,9.2743
15839,Randomized,Ascending,10000,8.3649
15840,Randomized,Ascending,10000,8.9225
15841,Randomized,Ascending,10000,7.5718
15842,Randomized,Ascending,10000,10.4566
15843,Randomized,Ascending,10000,7.5782
15844,Randomized,Ascending,10000,9.9298
15845,Randomized,Ascending,10000,8.5201
15846,Randomized,Ascending,10000,8.4264
15847,Randomized,Ascending,10000,7.2048
15848,Randomized,Ascending,10000,9.1823
15849,Randomized,Ascending,10000,7.5763
15850,Randomized,Ascending,10000,10.8833
15851,Randomized,Ascending,10000,9.0377
15852,Randomized,Ascending,10000,8.6725
15853,Randomized,Ascending,10000,9.2288
15854,Randomized,Ascending,10000,8.8088
15855,Randomized,Ascending,10000,10.1663
15856,Randomized,Ascending,10000,8.3338
15857,Randomized,Ascending,10000,9.0075
15858,Randomized,Ascending,10000,7.2423
15859,Randomized,Ascending,10000,8.8943
15860,Randomized,Ascending,10000,7.6722
15861,Randomized,Ascending,10000,9.1392
15862,Randomized,Ascending,10000,8.8798
15863,Randomized,Ascending,10000,8.2176
15864,Randomized,Ascending,10000,7.3608
15865,Randomized,Ascending,10000,11.6222
15866,Randomized,Ascending,10000,9.7254
15867,Randomized,Ascending,10000,12.5928
15868,Randomized,Ascending,10000,12.0045
15869,Randomized,Ascending,10000,11.0526
15870,Randomized,Ascending,10000,8.4067
15871,Randomized,Ascending,10000,9.3095
15872,Randomized,Ascending,10000,12.4302
15873,Randomized,Ascending,10000,8.5601
15874,Randomized,Ascending,10000,9.0866
15875,Randomized,Ascending,10000,7.989
15876,Randomized,Ascending,10000,11.9528
15877,Randomized,Ascending,10000,8.5297
15878,Randomized,Ascending,10000,7.7928
15879,Randomized,Ascending,10000,10.9712
15880,Randomized,Ascending,10000,7.8114
15881,Randomized,Ascending,10000,11.5829
15882,Randomized,Ascending,10000,8.3981
15883,Randomized,Ascending,10000,8.5724
15884,Randomized,Ascending,10000,7.8367
15885,Randomized,Ascending,10000,9.5564
15886,Randomized,Ascending,10000,12.5134
15887,Randomized,Ascending,10000,10.0216
15888,Randomized,Ascending,10000,11.6747
15889,Randomized,Ascending,10000,7.9804
15890,Randomized,Ascending,10000,12.0174
15891,Randomized,Ascending,10000,8.9472
15892,Randomized,Ascending,10000,7.9936
15893,Randomized,Ascending,10000,9.0102
15894,Randomized,Ascending,10000,7.3108
15895,Randomized,Ascending,10000,10.157
15896,Randomized,Ascending,10000,8.0813
15897,Randomized,Ascending,10000,9.6076
15898,Randomized,Ascending,10000,7.4623
15899,Randomized,Ascending,10000,7.9031
15900,Randomized,Ascending,10000,7.4861
15901,Randomized,Ascending,10000,9.3025
15902,Randomized,Ascending,10000,7.889
15903,Randomized,Ascending,10000,8.3379
15904,Randomized,Ascending,10000,7.8538
15905,Randomized,Ascending,10000,8.7908
15906,Randomized,Ascending,10000,7.4957
15907,Randomized,Ascending,10000,8.1394
15908,Randomized,Ascending,10000,8.2801
15909,Randomized,Ascending,10000,8.3817
15910,Randomized,Ascending,10000,9.206
15911,Randomized,Ascending,10000,7.9722
15912,Randomized,Ascending,10000,8.0014
15913,Randomized,Ascending,10000,8.0525
15914,Randomized,Ascending,10000,7.6721
15915,Randomized,Ascending,10000,9.9722
15916,Randomized,Ascending,10000,7.663
15917,Randomized,Ascending,10000,8.1771
15918,Randomized,Ascending,10000,8.3947
15919,Randomized,Ascending,10000,9.2003
15920,Randomized,Ascending,10000,8.0329
15921,Randomized,Ascending,10000,7.8955
15922,Randomized,Ascending,10000,7.8999
15923,Randomized,Ascending,10000,8.3181
15924,Randomized,Ascending,10000,9.0614
15925,Randomized,Ascending,10000,7.3524
15926,Randomized,Ascending,10000,8.5729
15927,Randomized,Ascending,10000,7.5435
15928,Randomized,Ascending,10000,7.9649
15929,Randomized,Ascending,10000,7.5669
15930,Randomized,Ascending,10000,9.9466
15931,Randomized,Ascending,10000,7.7401
15932,Randomized,Ascending,10000,9.5185
15933,Randomized,Ascending,10000,7.7552
15934,Randomized,Ascending,10000,8.1419
15935,Randomized,Ascending,10000,8.2265
15936,Randomized,Ascending,10000,9.5251
15937,Randomized,Ascending,10000,8.221
15938,Randomized,Ascending,10000,9.6889
15939,Randomized,Ascending,10000,7.5068
15940,Randomized,Ascending,10000,8.5103
15941,Randomized,Ascending,10000,7.3074
15942,Randomized,Ascending,10000,8.941
15943,Randomized,Ascending,10000,8.2031
15944,Randomized,Ascending,10000,8.0118
15945,Randomized,Ascending,10000,8.4711
15946,Randomized,Ascending,10000,8.6373
15947,Randomized,Ascending,10000,7.4171
15948,Randomized,Ascending,10000,8.861
15949,Randomized,Ascending,10000,7.3127
15950,Randomized,Ascending,10000,8.9303
15951,Randomized,Ascending,10000,7.6416
15952,Randomized,Ascending,10000,8.3804
15953,Randomized,Ascending,10000,7.9275
15954,Randomized,Ascending,10000,8.9624
15955,Randomized,Ascending,10000,8.5071
15956,Randomized,Ascending,10000,10.1888
15957,Randomized,Ascending,10000,9.1391
15958,Randomized,Ascending,10000,7.9998
15959,Randomized,Ascending,10000,9.3231
15960,Randomized,Ascending,10000,8.2437
15961,Randomized,Ascending,10000,8.5887
15962,Randomized,Ascending,10000,7.8309
15963,Randomized,Ascending,10000,8.3968
15964,Randomized,Ascending,10000,7.2548
15965,Randomized,Ascending,10000,9.3977
15966,Randomized,Ascending,10000,7.4234
15967,Randomized,Ascending,10000,8.6607
15968,Randomized,Ascending,10000,8.2477
15969,Randomized,Ascending,10000,8.2012
15970,Randomized,Ascending,10000,7.6284
15971,Randomized,Ascending,10000,9.2531
15972,Randomized,Ascending,10000,7.7555
15973,Randomized,Ascending,10000,9.295
15974,Randomized,Ascending,10000,7.5221
15975,Randomized,Ascending,10000,10.0424
15976,Randomized,Ascending,10000,9.5743
15977,Randomized,Ascending,10000,8.3394
15978,Randomized,Ascending,10000,7.854
15979,Randomized,Ascending,10000,10.9776
15980,Randomized,Ascending,10000,7.7723
15981,Randomized,Ascending,10000,8.2818
15982,Randomized,Ascending,10000,8.9461
15983,Randomized,Ascending,10000,7.2811
15984,Randomized,Ascending,10000,7.9233
15985,Randomized,Ascending,10000,8.2197
15986,Randomized,Ascending,10000,8.7313
15987,Randomized,Ascending,10000,7.7992
15988,Randomized,Ascending,10000,9.4938
15989,Randomized,Ascending,10000,7.4915
15990,Randomized,Ascending,10000,8.5981
15991,Randomized,Ascending,10000,7.1886
15992,Randomized,Ascending,10000,8.3436
15993,Randomized,Ascending,10000,8.2486
15994,Randomized,Ascending,10000,8.6748
15995,Randomized,Ascending,10000,8.0857
15996,Randomized,Ascending,10000,10.1074
15997,Randomized,Ascending,10000,7.5517
15998,Randomized,Ascending,10000,8.1871
15999,Randomized,Ascending,10000,7.6381
16000,Randomized,Ascending,10000,9.2454
16001,Randomized,Descending,10,0.013
16002,Randomized,Descending,10,0.0092
16003,Randomized,Descending,10,0.0127
16004,Randomized,Descending,10,0.0127
16005,Randomized,Descending,10,0.0121
16006,Randomized,Descending,10,0.0123
16007,Randomized,Descending,10,0.013
16008,Randomized,Descending,10,0.0125
16009,Randomized,Descending,10,0.0125
16010,Randomized,Descending,10,0.0126
16011,Randomized,Descending,10,0.0127
16012,Randomized,Descending,10,0.0127
16013,Randomized,Descending,10,0.0083
16014,Randomized,Descending,10,0.0068
16015,Randomized,Descending,10,0.006
16016,Randomized,Descending,10,0.01
16017,Randomized,Descending,10,0.0062
16018,Randomized,Descending,10,0.0055
16019,Randomized,Descending,10,0.0053
16020,Randomized,Descending,10,0.0073
16021,Randomized,Descending,10,0.0055
16022,Randomized,Descending,10,0.0053
16023,Randomized,Descending,10,0.0051
16024,Randomized,Descending,10,0.006
16025,Randomized,Descending,10,0.0051
16026,Randomized,Descending,10,0.0051
16027,Randomized,Descending,10,0.0052
16028,Randomized,Descending,10,0.0052
16029,Randomized,Descending,10,0.0094
16030,Randomized,Descending,10,0.0054
16031,Randomized,Descending,10,0.0051
16032,Randomized,Descending,10,0.0051
16033,Randomized,Descending,10,0.0065
16034,Randomized,Descending,10,0.0051
16035,Randomized,Descending,10,0.005
16036,Randomized,Descending,10,0.0051
16037,Randomized,Descending,10,0.0056
16038,Randomized,Descending,10,0.005
16039,Randomized,Descending,10,0.0052
16040,Randomized,Descending,10,0.0053
16041,Randomized,Descending,10,0.0051
16042,Randomized,Descending,10,0.0051
16043,Randomized,Descending,10,0.005
16044,Randomized,Descending,10,0.0051
16045,Randomized,Descending,10,0.0051
16046,Randomized,Descending,10,0.0132
16047,Randomized,Descending,10,0.0123
16048,Randomized,Descending,10,0.0051
16049,Randomized,Descending,10,0.005
16050,Randomized,Descending,10,0.0061
16051,Randomized,Descending,10,0.0052
16052,Randomized,Descending,10,0.005
16053,Randomized,Descending,10,0.0051
16054,Randomized,Descending,10,0.005
16055,Randomized,Descending,10,0.0052
16056,Randomized,Descending,10,0.0051
16057,Randomized,Descending,10,0.005
16058,Randomized,Descending,10,0.0051
16059,Randomized,Descending,10,0.008
16060,Randomized,Descending,10,0.0052
16061,Randomized,Descending,10,0.0111
16062,Randomized,Descending,10,0.0123
16063,Randomized,Descending,10,0.0102
16064,Randomized,Descending,10,0.0078
16065,Randomized,Descending,10,0.007
16066,Randomized,Descending,10,0.0066
16067,Randomized,Descending,10,0.0095
16068,Randomized,Descending,10,0.0065
16069,Randomized,Descending,10,0.0063
16070,Randomized,Descending,10,0.0061
16071,Randomized,Descending,10,0.0061
16072,Randomized,Descending,10,0.0061
16073,Randomized,Descending,10,0.006
16074,Randomized,Descending,10,0.0066
16075,Randomized,Descending,10,0.0061
16076,Randomized,Descending,10,0.0059
16077,Randomized,Descending,10,0.006
16078,Randomized,Descending,10,0.0071
16079,Randomized,Descending,10,0.006
16080,Randomized,Descending,10,0.006
16081,Randomized,Descending,10,0.0059
16082,Randomized,Descending,10,0.013
16083,Randomized,Descending,10,0.0061
16084,Randomized,Descending,10,0.006
16085,Randomized,Descending,10,0.0059
16086,Randomized,Descending,10,0.0078
16087,Randomized,Descending,10,0.006
16088,Randomized,Descending,10,0.006
16089,Randomized,Descending,10,0.006
16090,Randomized,Descending,10,0.0059
16091,Randomized,Descending,10,0.0159
16092,Randomized,Descending,10,0.022
16093,Randomized,Descending,10,0.0181
16094,Randomized,Descending,10,0.013
16095,Randomized,Descending,10,0.0123
16096,Randomized,Descending,10,0.0295
16097,Randomized,Descending,10,0.0257
16098,Randomized,Descending,10,0.0111
16099,Randomized,Descending,10,0.0147
16100,Randomized,Descending,10,0.0107
16101,Randomized,Descending,10,0.0083
16102,Randomized,Descending,10,0.0142
16103,Randomized,Descending,10,0.0138
16104,Randomized,Descending,10,0.0141
16105,Randomized,Descending,10,0.0149
16106,Randomized,Descending,10,0.0143
16107,Randomized,Descending,10,0.0145
16108,Randomized,Descending,10,0.014
16109,Randomized,Descending,10,0.0139
16110,Randomized,Descending,10,0.0139
16111,Randomized,Descending,10,0.0146
16112,Randomized,Descending,10,0.0144
16113,Randomized,Descending,10,0.0087
16114,Randomized,Descending,10,0.0066
16115,Randomized,Descending,10,0.0062
16116,Randomized,Descending,10,0.0081
16117,Randomized,Descending,10,0.0061
16118,Randomized,Descending,10,0.0059
16119,Randomized,Descending,10,0.0059
16120,Randomized,Descending,10,0.0078
16121,Randomized,Descending,10,0.0059
16122,Randomized,Descending,10,0.0058
16123,Randomized,Descending,10,0.0058
16124,Randomized,Descending,10,0.0097
16125,Randomized,Descending,10,0.006
16126,Randomized,Descending,10,0.0059
16127,Randomized,Descending,10,0.0058
16128,Randomized,Descending,10,0.0058
16129,Randomized,Descending,10,0.0058
16130,Randomized,Descending,10,0.0058
16131,Randomized,Descending,10,0.0149
16132,Randomized,Descending,10,0.0058
16133,Randomized,Descending,10,0.0058
16134,Randomized,Descending,10,0.0058
16135,Randomized,Descending,10,0.0066
16136,Randomized,Descending,10,0.0058
16137,Randomized,Descending,10,0.0058
16138,Randomized,Descending,10,0.0057
16139,Randomized,Descending,10,0.0069
16140,Randomized,Descending,10,0.0058
16141,Randomized,Descending,10,0.0058
16142,Randomized,Descending,10,0.0058
16143,Randomized,Descending,10,0.0255
16144,Randomized,Descending,10,0.0063
16145,Randomized,Descending,10,0.006
16146,Randomized,Descending,10,0.0058
16147,Randomized,Descending,10,0.0058
16148,Randomized,Descending,10,0.0057
16149,Randomized,Descending,10,0.0058
16150,Randomized,Descending,10,0.0065
16151,Randomized,Descending,10,0.0058
16152,Randomized,Descending,10,0.0058
16153,Randomized,Descending,10,0.0058
16154,Randomized,Descending,10,0.0066
16155,Randomized,Descending,10,0.0059
16156,Randomized,Descending,10,0.0057
16157,Randomized,Descending,10,0.0057
16158,Randomized,Descending,10,0.007
16159,Randomized,Descending,10,0.0058
16160,Randomized,Descending,10,0.0057
16161,Randomized,Descending,10,0.0058
16162,Randomized,Descending,10,0.0058
16163,Randomized,Descending,10,0.0058
16164,Randomized,Descending,10,0.0058
16165,Randomized,Descending,10,0.0058
16166,Randomized,Descending,10,0.0058
16167,Randomized,Descending,10,0.0058
16168,Randomized,Descending,10,0.0058
16169,Randomized,Descending,10,0.0065
16170,Randomized,Descending,10,0.0058
16171,Randomized,Descending,10,0.0058
16172,Randomized,Descending,10,0.0058
16173,Randomized,Descending,10,0.0065
16174,Randomized,Descending,10,0.0129
16175,Randomized,Descending,10,0.0059
16176,Randomized,Descending,10,0.0058
16177,Randomized,Descending,10,0.0075
16178,Randomized,Descending,10,0.0059
16179,Randomized,Descending,10,0.0058
16180,Randomized,Descending,10,0.0058
16181,Randomized,Descending,10,0.0058
16182,Randomized,Descending,10,0.0058
16183,Randomized,Descending,10,0.0057
16184,Randomized,Descending,10,0.0064
16185,Randomized,Descending,10,0.0058
16186,Randomized,Descending,10,0.0058
16187,Randomized,Descending,10,0.0058
16188,Randomized,Descending,10,0.0065
16189,Randomized,Descending,10,0.0058
16190,Randomized,Descending,10,0.0058
16191,Randomized,Descending,10,0.0058
16192,Randomized,Descending,10,0.0065
16193,Randomized,Descending,10,0.0059
16194,Randomized,Descending,10,0.0058
16195,Randomized,Descending,10,0.006
16196,Randomized,Descending,10,0.0069
16197,Randomized,Descending,10,0.0058
16198,Randomized,Descending,10,0.006
16199,Randomized,Descending,10,0.0058
16200,Randomized,Descending,10,0.0058
16201,Randomized,Descending,10,0.0057
16202,Randomized,Descending,10,0.0058
16203,Randomized,Descending,10,0.0064
16204,Randomized,Descending,10,0.0058
16205,Randomized,Descending,10,0.0058
16206,Randomized,Descending,10,0.014
16207,Randomized,Descending,10,0.0151
16208,Randomized,Descending,10,0.0142
16209,Randomized,Descending,10,0.0142
16210,Randomized,Descending,10,0.0123
16211,Randomized,Descending,10,0.0166
16212,Randomized,Descending,10,0.0188
16213,Randomized,Descending,10,0.0349
16214,Randomized,Descending,10,0.0203
16215,Randomized,Descending,10,0.0212
16216,Randomized,Descending,10,0.0157
16217,Randomized,Descending,10,0.0135
16218,Randomized,Descending,10,0.0145
16219,Randomized,Descending,10,0.0138
16220,Randomized,Descending,10,0.0131
16221,Randomized,Descending,10,0.0116
16222,Randomized,Descending,10,0.0166
16223,Randomized,Descending,10,0.0086
16224,Randomized,Descending,10,0.0087
16225,Randomized,Descending,10,0.014
16226,Randomized,Descending,10,0.0154
16227,Randomized,Descending,10,0.0143
16228,Randomized,Descending,10,0.0159
16229,Randomized,Descending,10,0.0144
16230,Randomized,Descending,10,0.0246
16231,Randomized,Descending,10,0.0088
16232,Randomized,Descending,10,0.0069
16233,Randomized,Descending,10,0.0061
16234,Randomized,Descending,10,0.0104
16235,Randomized,Descending,10,0.0063
16236,Randomized,Descending,10,0.0095
16237,Randomized,Descending,10,0.0142
16238,Randomized,Descending,10,0.0063
16239,Randomized,Descending,10,0.0123
16240,Randomized,Descending,10,0.0145
16241,Randomized,Descending,10,0.0103
16242,Randomized,Descending,10,0.007
16243,Randomized,Descending,10,0.0131
16244,Randomized,Descending,10,0.01
16245,Randomized,Descending,10,0.0121
16246,Randomized,Descending,10,0.0101
16247,Randomized,Descending,10,0.0102
16248,Randomized,Descending,10,0.0105
16249,Randomized,Descending,10,0.0113
16250,Randomized,Descending,10,0.0104
16251,Randomized,Descending,10,0.0094
16252,Randomized,Descending,10,0.0096
16253,Randomized,Descending,10,0.014
16254,Randomized,Descending,10,0.007
16255,Randomized,Descending,10,0.0065
16256,Randomized,Descending,10,0.0064
16257,Randomized,Descending,10,0.0062
16258,Randomized,Descending,10,0.0061
16259,Randomized,Descending,10,0.0068
16260,Randomized,Descending,10,0.0078
16261,Randomized,Descending,10,0.0062
16262,Randomized,Descending,10,0.006
16263,Randomized,Descending,10,0.006
16264,Randomized,Descending,10,0.0075
16265,Randomized,Descending,10,0.0063
16266,Randomized,Descending,10,0.0059
16267,Randomized,Descending,10,0.0059
16268,Randomized,Descending,10,0.0082
16269,Randomized,Descending,10,0.006
16270,Randomized,Descending,10,0.006
16271,Randomized,Descending,10,0.006
16272,Randomized,Descending,10,0.0106
16273,Randomized,Descending,10,0.0062
16274,Randomized,Descending,10,0.006
16275,Randomized,Descending,10,0.0058
16276,Randomized,Descending,10,0.0059
16277,Randomized,Descending,10,0.0059
16278,Randomized,Descending,10,0.0059
16279,Randomized,Descending,10,0.0204
16280,Randomized,Descending,10,0.006
16281,Randomized,Descending,10,0.006
16282,Randomized,Descending,10,0.0059
16283,Randomized,Descending,10,0.0085
16284,Randomized,Descending,10,0.006
16285,Randomized,Descending,10,0.0058
16286,Randomized,Descending,10,0.006
16287,Randomized,Descending,10,0.0078
16288,Randomized,Descending,10,0.006
16289,Randomized,Descending,10,0.01
16290,Randomized,Descending,10,0.0141
16291,Randomized,Descending,10,0.014
16292,Randomized,Descending,10,0.006
16293,Randomized,Descending,10,0.0058
16294,Randomized,Descending,10,0.0076
16295,Randomized,Descending,10,0.0066
16296,Randomized,Descending,10,0.006
16297,Randomized,Descending,10,0.0059
16298,Randomized,Descending,10,0.0073
16299,Randomized,Descending,10,0.006
16300,Randomized,Descending,10,0.0059
16301,Randomized,Descending,10,0.0058
16302,Randomized,Descending,10,0.008
16303,Randomized,Descending,10,0.0059
16304,Randomized,Descending,10,0.014
16305,Randomized,Descending,10,0.0087
16306,Randomized,Descending,10,0.0112
16307,Randomized,Descending,10,0.009
16308,Randomized,Descending,10,0.0066
16309,Randomized,Descending,10,0.0061
16310,Randomized,Descending,10,0.0106
16311,Randomized,Descending,10,0.0061
16312,Randomized,Descending,10,0.0059
16313,Randomized,Descending,10,0.0058
16314,Randomized,Descending,10,0.0111
16315,Randomized,Descending,10,0.0124
16316,Randomized,Descending,10,0.0146
16317,Randomized,Descending,10,0.0192
16318,Randomized,Descending,10,0.0147
16319,Randomized,Descending,10,0.0206
16320,Randomized,Descending,10,0.0137
16321,Randomized,Descending,10,0.0146
16322,Randomized,Descending,10,0.0114
16323,Randomized,Descending,10,0.0143
16324,Randomized,Descending,10,0.0084
16325,Randomized,Descending,10,0.0138
16326,Randomized,Descending,10,0.0122
16327,Randomized,Descending,10,0.0141
16328,Randomized,Descending,10,0.0148
16329,Randomized,Descending,10,0.0181
16330,Randomized,Descending,10,0.0148
